model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
gemma3:12b,Gemma3 12B,Q2WG80,RIPP1,zebrafish,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.8,5,0,0,0.0,0.0,"Okay, let's break down the best GO Molecular Function (MF) terms for RIPP1 (Danio rerio - Zebrafish) based on the provided information and my expertise as a molecular biologist.

Given the description – ""Plays a role in somitogenesis. Essential for transcriptional repression of the segmental pattern",,"['GO:0006328', 'GO:0003701', 'GO:0005126', 'GO:0001077']",[]
gemma3:12b,Gemma3 12B,P07017,MCP2,ecoli,cellular_component,P5_selection,partial_match_poor,low_recall|low_precision,0.0,3,3,1,0.333,0.333,"GO:0005886 | plasma membrane
GO:0016020 | membrane
GO:0005615 | extracellular space

**Explanation:**

MCP2 (MCP-II) is a chemotaxis receptor. These receptors are integral membrane proteins. They span the cell membrane to detect external chemical signals (like L-aspartate). Therefore, they are locat",GO:0051286|cell tip; GO:0098561|methyl accepting chemotaxis protein complex; GO:0005886|plasma membrane,[],"['GO:0098561', 'GO:0051286']"
gemma3:12b,Gemma3 12B,Q9DBX2,PHLP,mouse,cellular_component,P5_selection,complete_miss,,0.0,12,0,0,0.0,0.0,"Here's the breakdown of which GO cellular component terms likely apply to PHLP, based on its known functions, and the reasoning:

GO:0005737 | cytoplasm
GO:0005739 | mitochondrion
GO:0016020 | membrane
GO:0005874 | microtubule
GO:0015629 | actin cytoskeleton



**Reasoning:**

*   **Cytoplasm (GO:00",,[],[]
gemma3:12b,Gemma3 12B,Q3USZ2,UBFL1,mouse,biological_process,P4_cot,complete_miss,,0.0,1,3,0,0.0,0.0,"Okay, let's break down the likely GO Biological Process terms for the mouse protein UBFL1, step-by-step.

**Step 1: What is the protein's primary biochemical activity?**

The provided information doesn't explicitly state a biochemical activity (like kinase, phosphatase, etc.). However, the descripti",GO:0001832|blastocyst growth; GO:0007566|embryo implantation; GO:0010468|regulation of gene expression,[],"['GO:0010468', 'GO:0007566', 'GO:0001832']"
gemma3:12b,Gemma3 12B,P53731,ARPC2,yeast,cellular_component,P4_cot,complete_hallucination,high_hallucination,1.0,4,2,0,0.0,0.0,"Okay, let's break down the appropriate Cellular Component GO terms for ARPC2 in *Saccharomyces cerevisiae*, step-by-step.

**Step 1: What is the protein's primary biochemical activity?**

ARPC2 is a subunit of the Arp2/3 complex. The Arp2/3 complex's primary biochemical activity is to nucleate and b",GO:0005885|Arp2/3 protein complex; GO:0005829|cytosol,"['GO:0030187', 'GO:0008267', 'GO:0000780', 'GO:0008266']","['GO:0005885', 'GO:0005829']"
gemma3:12b,Gemma3 12B,P76037,PUUP,ecoli,cellular_component,P3_fewshot,complete_miss,partial_hallucination,0.4,5,1,0,0.0,0.0,"Okay, let's predict GO Cellular Component terms for the protein PuuP from *Escherichia coli* based on the provided information.

Given that PuuP is a putrescine importer, its primary function is membrane transport. This strongly suggests a location within or associated with the cell membrane. Consid",GO:0005886|plasma membrane,"['GO:0009287', 'GO:0031648']",['GO:0005886']
gemma3:12b,Gemma3 12B,Q6L8Q7,PDE12,human,molecular_function,P5_selection,complete_miss,partial_hallucination,0.333,6,3,0,0.0,0.0,"GO:0005515 | protein binding
GO:0005524 | ATP binding
GO:0003677 | DNA binding
GO:0008270 | zinc ion binding
GO:0016787 | hydrolase activity
GO:0003779 | actin binding



**Explanation:**

*   **GO:0005515 | protein binding:** PDEs, as enzymes, interact with other proteins.
*   **GO:0005524 | ATP bi",GO:0000175|3'-5'-RNA exonuclease activity; GO:0004527|exonuclease activity; GO:0004535|poly(A)-specific ribonuclease activity,"['GO:0003779', 'GO:0005515']","['GO:0000175', 'GO:0004527', 'GO:0004535']"
gemma3:12b,Gemma3 12B,Q6PBI4,HDA9B,zebrafish,cellular_component,P4_cot,complete_miss,high_hallucination,0.667,3,0,0,0.0,0.0,"Okay, let's break down the Cellular Component GO terms likely applicable to HDA9B in *Danio rerio* (Zebrafish), step-by-step.

**Step 1: What is the protein's primary biochemical activity?**

HDA9B doesn't *directly* deacetylate histones. It's a *scaffold* protein. Its primary biochemical activity i",,"['GO:0001447', 'GO:0016678']",[]
gemma3:12b,Gemma3 12B,Q8WYK0,ACO12,human,cellular_component,P3_fewshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.4,5,3,1,0.2,0.333,"Okay, let's predict GO Cellular Component terms for the protein ACO12 (Acetyl-coenzyme A thioesterase) in *Homo sapiens* based on the provided information and my expertise as a molecular biologist.

Given the protein's function – hydrolyzing acyl-CoAs, particularly acetyl-CoA – and its role in fatty",GO:0005829|cytosol; GO:0045171|intercellular bridge; GO:0005654|nucleoplasm,"['GO:0005620', 'GO:0005638']","['GO:0045171', 'GO:0005654']"
gemma3:12b,Gemma3 12B,P08153,SWI5,yeast,biological_process,P2_constrained,complete_miss,high_hallucination,0.917,12,5,0,0.0,0.0,"GO:0005515 | eukaryotic translation initiation factor 2 alpha kinase activity
GO:0005516 | transcription activator activity
GO:0006306 | DNA binding
GO:0006311 | protein binding
GO:0006408 | transcriptional regulation
GO:0009058 | mating
GO:0010469 | transcription, DNA-templated
GO:0014142 | transcr",GO:0010458|exit from mitosis; GO:0000082|G1/S transition of mitotic cell cycle; GO:0031496|positive regulation of mating type switching; GO:0045944|positive regulation of transcription by RNA polymera,"['GO:0048807', 'GO:0048810', 'GO:0006408', 'GO:0009058', 'GO:0014142']","['GO:0045944', 'GO:0010458', 'GO:0006357', 'GO:0000082', 'GO:0031496']"
gemma3:12b,Gemma3 12B,Q9IBD0,CELF1,zebrafish,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.571,7,0,0,0.0,0.0,"Okay, based on the provided information about CELF1 (CUGBP Elav-like family member 1) in *Danio rerio* (Zebrafish), here's a prediction of Gene Ontology Molecular Function terms. I'll prioritize terms that directly reflect the known and inferred functions.

GO:0003723 | RNA binding
GO:0005147 | mRNA",,"['GO:0005147', 'GO:0006486', 'GO:0010623', 'GO:0005515']",[]
gemma3:12b,Gemma3 12B,Q16820,MEP1B,human,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.375,8,1,0,0.0,0.0,"Okay, based on the provided information about MEP1B (Meprin A subunit beta) and its known functions, here's a prediction of Gene Ontology Molecular Function terms. I'll prioritize terms that directly reflect the described activities, and include some broader terms to account for the protein's overal",GO:0042802|identical protein binding,"['GO:0004567', 'GO:0009284', 'GO:0005515']",['GO:0042802']
gemma3:12b,Gemma3 12B,P16678,PHNK,ecoli,molecular_function,P2_constrained,complete_hallucination,high_hallucination,1.0,1,0,0,0.0,0.0,"GO:0001977 | ATP binding
",,['GO:0001977'],[]
gemma3:12b,Gemma3 12B,Q568K9,FA50A,zebrafish,molecular_function,P5_selection,complete_miss,partial_hallucination,0.214,14,0,0,0.0,0.0,"GO:0005515 | protein binding
GO:0003723 | RNA binding
GO:0008270 | zinc ion binding



**Explanation:**

Here's why these terms are selected and why the others are not, based on the provided information and general molecular biology principles:

*   **GO:0005515 | protein binding:** Given the known ",,"['GO:0004725', 'GO:0003779', 'GO:0005515']",[]
gemma3:12b,Gemma3 12B,P40482,SEC24,yeast,cellular_component,P1_zeroshot,complete_miss,partial_hallucination,0.5,6,3,0,0.0,0.0,"Okay, here's a list of Gene Ontology (GO) Cellular Component terms that best describe SEC24 in *Saccharomyces cerevisiae*, based on its known function as a COPII component involved in ER-derived vesicle formation and cargo recruitment. I've prioritized terms that reflect its role in vesicle formatio",GO:0030127|COPII vesicle coat; GO:0005783|endoplasmic reticulum; GO:0000329|fungal-type vacuole membrane,"['GO:0006872', 'GO:0000083', 'GO:0000248']","['GO:0005783', 'GO:0030127', 'GO:0000329']"
gemma3:12b,Gemma3 12B,Q14432,PDE3A,human,molecular_function,P4_cot,complete_miss,partial_hallucination,0.5,6,6,0,0.0,0.0,"Okay, let's break down the molecular functions of PDE3A based on the provided information.

**Step 1: Primary Biochemical Activity**

The description explicitly states that PDE3A is a ""cyclic nucleotide phosphodiesterase."" This is its core enzymatic activity. It hydrolyzes cyclic nucleotides, specif","GO:0004119|3',5'-cGMP-inhibited cyclic-nucleotide phosphodiesterase activity; GO:0004115|3',5'-cyclic-AMP phosphodiesterase activity; GO:0047555|3',5'-cyclic-GMP phosphodiesterase activity; GO:0004114","['GO:0005184', 'GO:0005287', 'GO:0004569']","['GO:0004115', 'GO:0004119', 'GO:0099130', 'GO:0047555', 'GO:0030284']"
gemma3:12b,Gemma3 12B,P33417,IXR1,yeast,molecular_function,P1_zeroshot,complete_miss,partial_hallucination,0.4,5,3,0,0.0,0.0,"Okay, let's break down the molecular function of IXR1 (Intrastrand cross-link recognition protein, also known as SSRP) in *Saccharomyces cerevisiae* and map it to appropriate Gene Ontology (GO) Molecular Function terms. Given the provided information – binding to platinated DNA, conferring cisplatin",GO:0001046|core promoter sequence-specific DNA binding; GO:0003684|damaged DNA binding; GO:0043565|sequence-specific DNA binding,"['GO:0048818', 'GO:0001077']","['GO:0043565', 'GO:0001046', 'GO:0003684']"
gemma3:12b,Gemma3 12B,Q5RHH4,IF172,zebrafish,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.5,6,0,0,0.0,0.0,"Okay, let's predict Gene Ontology Molecular Function terms for IF172 in *Danio rerio* (Zebrafish), based on the provided information.

Given the known function – ""Required for the maintenance and formation of cilia"" – and the protein's name (""Intraflagellar transport protein""), we can infer several ",,"['GO:0001058', 'GO:0006466', 'GO:0005515']",[]
gemma3:12b,Gemma3 12B,Q9IAT6,DLLC,zebrafish,cellular_component,P1_zeroshot,complete_miss,high_hallucination,0.75,4,3,0,0.0,0.0,"Okay, here's a list of Gene Ontology (GO) Cellular Component (CC) terms that best describe Delta-like protein C (DLLC) in *Danio rerio* (Zebrafish), based on its known function as a Notch ligand involved in somitogenesis and cell synchronization. I'll prioritize terms that reflect its likely localiz",GO:0005737|cytoplasm; GO:0048471|perinuclear region of cytoplasm; GO:0005886|plasma membrane,"['GO:0001992', 'GO:0009973', 'GO:0001990']","['GO:0005886', 'GO:0005737', 'GO:0048471']"
gemma3:12b,Gemma3 12B,P33927,CCMF,ecoli,molecular_function,P4_cot,complete_miss,partial_hallucination,0.5,2,2,0,0.0,0.0,"Okay, let's break down the molecular function of CcmF from *E. coli* and assign appropriate GO terms.

**Step 1: What is the protein's primary biochemical activity?**

The description states CcmF is ""Required for the biogenesis of c-type cytochromes"" and a ""Possible subunit of a heme lyase."" This is","GO:0020037|heme binding; GO:0016679|oxidoreductase activity, acting on diphenols and related substances as donors",['GO:0001674'],"['GO:0020037', 'GO:0016679']"
gemma3:12b,Gemma3 12B,Q9Y5L0,TNPO3,human,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.5,8,4,2,0.25,0.5,"Okay, based on the provided information about TNPO3 (Transportin-3), its function as a nuclear importin, and the associated literature, here's a prediction of relevant Gene Ontology Cellular Component terms. I'll prioritize terms reflecting its known role in nuclear transport.

GO:0005829 | cytosol
",GO:0005642|annulate lamellae; GO:0005829|cytosol; GO:0005635|nuclear envelope; GO:0005654|nucleoplasm,"['GO:0031066', 'GO:0016049', 'GO:0010623', 'GO:0016051']","['GO:0005642', 'GO:0005635']"
gemma3:12b,Gemma3 12B,P32494,NGG1,yeast,biological_process,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.308,13,2,1,0.077,0.5,"Okay, based on the provided information about NGG1 (SAGA complex subunit) in *Saccharomyces cerevisiae*, here's a prediction of relevant Gene Ontology Biological Process terms. I've prioritized terms directly supported by the provided text and expanded based on the known functions of the SAGA comple",GO:0006325|chromatin organization; GO:0006357|regulation of transcription by RNA polymerase II,"['GO:0044282', 'GO:0040007', 'GO:0007049', 'GO:0006928']",['GO:0006325']
gemma3:12b,Gemma3 12B,Q9BSQ5,CCM2,human,cellular_component,P5_selection,partial_match_high_recall,low_precision,0.0,5,2,1,0.2,0.5,"Given the known function of CCM2 as a regulator of endothelial cell junctions and a scaffold protein involved in MAP kinase signaling, and considering its likely role in cell structure and signaling, the following GO terms are most likely to apply:

GO:0005737 | cytoplasm
GO:0005634 | nucleus
GO:000",GO:0005737|cytoplasm; GO:0005739|mitochondrion,[],['GO:0005739']
gemma3:12b,Gemma3 12B,P0AGD3,SODF,ecoli,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.714,7,3,0,0.0,0.0,"Okay, here's a list of Gene Ontology (GO) Biological Process terms that best describe Superoxide Dismutase [Fe] (SODF) from *Escherichia coli* (strain K12), based on its known function. I've prioritized terms that are most directly relevant and commonly associated with SODF. I'll also include some r",GO:0019430|removal of superoxide radicals; GO:0000303|response to superoxide; GO:0006801|superoxide metabolic process,"['GO:0010065', 'GO:0006978', 'GO:0009858', 'GO:0006980', 'GO:0006981']","['GO:0006801', 'GO:0000303', 'GO:0019430']"
gemma3:12b,Gemma3 12B,F1QB30,AMFR,zebrafish,cellular_component,P4_cot,complete_miss,high_hallucination,0.6,5,2,0,0.0,0.0,"Okay, let's break down the Cellular Component GO terms likely applicable to AMFR, a zebrafish E3 ubiquitin ligase, step-by-step.

**Step 1: What is the protein's primary biochemical activity?**

AMFR's primary biochemical activity is that of an E3 ubiquitin-protein ligase. This means it catalyzes th",GO:0005783|endoplasmic reticulum; GO:0005789|endoplasmic reticulum membrane,"['GO:0000768', 'GO:0000769', 'GO:0006461']","['GO:0005783', 'GO:0005789']"
gemma3:12b,Gemma3 12B,P0A6M8,EFG,ecoli,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.625,8,3,0,0.0,0.0,"Okay, based on the provided information about EFG (Elongation Factor G) from *Escherichia coli*, here's a prediction of Gene Ontology Molecular Function terms. I'll prioritize terms directly supported by the description and infer others based on the known biochemical activity.

GO:0008059 | GTP bind",GO:0003924|GTPase activity; GO:0097216|guanosine tetraphosphate binding; GO:0003746|translation elongation factor activity,"['GO:0001842', 'GO:0008059', 'GO:0005515', 'GO:0001677', 'GO:0003779']","['GO:0003924', 'GO:0097216', 'GO:0003746']"
gemma3:12b,Gemma3 12B,P61021,RAB5B,mouse,biological_process,P4_cot,complete_hallucination,high_hallucination,1.0,4,2,0,0.0,0.0,"Okay, let's break down the Biological Process GO terms applicable to RAB5B, step-by-step.

**Step 1: What is the protein's primary biochemical activity?**

RAB5B is a small GTPase. This means its primary biochemical activity revolves around cycling between a GDP-bound (inactive) state and a GTP-boun",GO:0007032|endosome organization; GO:0030100|regulation of endocytosis,"['GO:0000202', 'GO:0000177', 'GO:0000251', 'GO:0000259']","['GO:0007032', 'GO:0030100']"
gemma3:12b,Gemma3 12B,P0A8S1,ARGP,ecoli,biological_process,P3_fewshot,complete_miss,partial_hallucination,0.455,11,3,0,0.0,0.0,"Okay, based on the provided information about ARGP (ArgP) from *Escherichia coli*, here's a prediction of Gene Ontology Biological Process terms. I've prioritized terms directly supported by the text and included some inferred terms based on the known functions.

GO:0008017 | transcriptional regulat",GO:0032297|negative regulation of DNA-templated DNA replication initiation; GO:0045892|negative regulation of DNA-templated transcription; GO:0045893|positive regulation of DNA-templated transcription,"['GO:0005858', 'GO:0009059', 'GO:0045888', 'GO:0044282', 'GO:0006412']","['GO:0045892', 'GO:0032297', 'GO:0045893']"
