"model","accession","gene_name","organism","namespace","prompt_id","llm_sim"
"Mistral Large 123B","Q13569","TDG","human","biological_process","P3_fewshot",0.932
"Mistral Large 123B","Q13569","TDG","human","biological_process","P4_cot",0.932
"Mistral Large 123B","Q13569","TDG","human","biological_process","P5_selection",0.932
"Mistral Large 123B","Q13569","TDG","human","cellular_component","P1_zeroshot",0.538
"Mistral Large 123B","Q13569","TDG","human","cellular_component","P2_constrained",0.685
"Mistral Large 123B","Q13569","TDG","human","cellular_component","P3_fewshot",0.738
"Mistral Large 123B","Q13569","TDG","human","cellular_component","P4_cot",0.783
"Mistral Large 123B","Q13569","TDG","human","cellular_component","P5_selection",0.734
"Mistral Large 123B","Q9NXR8","ING3","human","molecular_function","P1_zeroshot",0.084
"Mistral Large 123B","Q9NXR8","ING3","human","molecular_function","P2_constrained",0.188
"Mistral Large 123B","Q9NXR8","ING3","human","molecular_function","P3_fewshot",0.062
"Mistral Large 123B","Q9NXR8","ING3","human","molecular_function","P4_cot",0.103
"Mistral Large 123B","Q9NXR8","ING3","human","molecular_function","P5_selection",0.251
"Mistral Large 123B","Q9NXR8","ING3","human","biological_process","P1_zeroshot",0.34
"Mistral Large 123B","Q9NXR8","ING3","human","biological_process","P2_constrained",0.27
"Mistral Large 123B","Q9NXR8","ING3","human","biological_process","P3_fewshot",0.393
"Mistral Large 123B","Q9NXR8","ING3","human","biological_process","P4_cot",0.289
"Mistral Large 123B","Q9NXR8","ING3","human","biological_process","P5_selection",0.444
"Mistral Large 123B","Q9NXR8","ING3","human","cellular_component","P1_zeroshot",0.289
"Mistral Large 123B","Q9NXR8","ING3","human","cellular_component","P2_constrained",0
"Mistral Large 123B","Q9NXR8","ING3","human","cellular_component","P3_fewshot",0.412
"Mistral Large 123B","Q9NXR8","ING3","human","cellular_component","P4_cot",0.753
"Mistral Large 123B","Q9NXR8","ING3","human","cellular_component","P5_selection",0.751
"Mistral Large 123B","Q09428","ABCC8","human","molecular_function","P1_zeroshot",0.325
"Mistral Large 123B","Q09428","ABCC8","human","molecular_function","P2_constrained",0.436
"Mistral Large 123B","Q09428","ABCC8","human","molecular_function","P3_fewshot",0.643
"Mistral Large 123B","Q09428","ABCC8","human","molecular_function","P4_cot",0.38
"Mistral Large 123B","Q09428","ABCC8","human","molecular_function","P5_selection",0.357
"Mistral Large 123B","Q09428","ABCC8","human","cellular_component","P1_zeroshot",0.617
"Mistral Large 123B","Q09428","ABCC8","human","cellular_component","P2_constrained",0.3
"Mistral Large 123B","Q09428","ABCC8","human","cellular_component","P3_fewshot",0.651
"Mistral Large 123B","Q09428","ABCC8","human","cellular_component","P4_cot",0.429
"Mistral Large 123B","Q09428","ABCC8","human","cellular_component","P5_selection",0.429
"Mistral Large 123B","Q9UJW3","DNM3L","human","molecular_function","P1_zeroshot",0.138
"Mistral Large 123B","Q9UJW3","DNM3L","human","molecular_function","P2_constrained",0.086
"Mistral Large 123B","Q9UJW3","DNM3L","human","molecular_function","P3_fewshot",0.297
"Mistral Large 123B","Q9UJW3","DNM3L","human","molecular_function","P4_cot",0.452
"Mistral Large 123B","Q9UJW3","DNM3L","human","molecular_function","P5_selection",0.439
"Mistral Large 123B","Q9UJW3","DNM3L","human","biological_process","P1_zeroshot",1
"Mistral Large 123B","Q9UJW3","DNM3L","human","biological_process","P2_constrained",1
"Mistral Large 123B","Q9UJW3","DNM3L","human","biological_process","P3_fewshot",0.29
"Mistral Large 123B","Q9UJW3","DNM3L","human","biological_process","P4_cot",1
"Mistral Large 123B","Q9UJW3","DNM3L","human","biological_process","P5_selection",0.179
"Mistral Large 123B","Q9UJW3","DNM3L","human","cellular_component","P1_zeroshot",0.568
"Mistral Large 123B","Q9UJW3","DNM3L","human","cellular_component","P2_constrained",0.52
"Mistral Large 123B","Q9UJW3","DNM3L","human","cellular_component","P3_fewshot",0.602
"Mistral Large 123B","Q9UJW3","DNM3L","human","cellular_component","P4_cot",0.584
"Mistral Large 123B","Q9UJW3","DNM3L","human","cellular_component","P5_selection",0.589
"Mistral Large 123B","P04085","PDGFA","human","molecular_function","P1_zeroshot",0.661
"Mistral Large 123B","P04085","PDGFA","human","molecular_function","P2_constrained",1
"Mistral Large 123B","P04085","PDGFA","human","molecular_function","P3_fewshot",0.683
"Mistral Large 123B","P04085","PDGFA","human","molecular_function","P4_cot",0.683
"Mistral Large 123B","P04085","PDGFA","human","molecular_function","P5_selection",0.788
"Mistral Large 123B","P04085","PDGFA","human","biological_process","P1_zeroshot",0.491
"Mistral Large 123B","P04085","PDGFA","human","biological_process","P2_constrained",0.445
"Mistral Large 123B","P04085","PDGFA","human","biological_process","P3_fewshot",0.393
"Mistral Large 123B","P04085","PDGFA","human","biological_process","P4_cot",0.532
"Mistral Large 123B","P04085","PDGFA","human","biological_process","P5_selection",0.409
"Mistral Large 123B","P04085","PDGFA","human","cellular_component","P1_zeroshot",0.397
"Mistral Large 123B","P04085","PDGFA","human","cellular_component","P2_constrained",0.471
"Mistral Large 123B","P04085","PDGFA","human","cellular_component","P3_fewshot",0.457
"Mistral Large 123B","P04085","PDGFA","human","cellular_component","P4_cot",0.545
"Mistral Large 123B","P04085","PDGFA","human","cellular_component","P5_selection",0.488
"Mistral Large 123B","Q9BQA1","MEP50","human","molecular_function","P1_zeroshot",0.234
"Mistral Large 123B","Q9BQA1","MEP50","human","molecular_function","P2_constrained",0.076
"Mistral Large 123B","Q9BQA1","MEP50","human","molecular_function","P3_fewshot",0.22
"Mistral Large 123B","Q9BQA1","MEP50","human","molecular_function","P4_cot",0.457
"Mistral Large 123B","Q9BQA1","MEP50","human","molecular_function","P5_selection",0.231
"Mistral Large 123B","Q9BQA1","MEP50","human","cellular_component","P1_zeroshot",0.371
"Mistral Large 123B","Q9BQA1","MEP50","human","cellular_component","P2_constrained",0.433
"Mistral Large 123B","Q9BQA1","MEP50","human","cellular_component","P3_fewshot",0.324
"Mistral Large 123B","Q9BQA1","MEP50","human","cellular_component","P4_cot",0.648
"Mistral Large 123B","Q9BQA1","MEP50","human","cellular_component","P5_selection",0.695
"Mistral Large 123B","P48551","INAR2","human","molecular_function","P1_zeroshot",0.588
"Mistral Large 123B","P48551","INAR2","human","molecular_function","P2_constrained",0.46
"Mistral Large 123B","P48551","INAR2","human","molecular_function","P3_fewshot",0.389
"Mistral Large 123B","P48551","INAR2","human","molecular_function","P4_cot",0.47
"Mistral Large 123B","P48551","INAR2","human","molecular_function","P5_selection",0.505
"Mistral Large 123B","P48551","INAR2","human","biological_process","P1_zeroshot",0.36
"Mistral Large 123B","P48551","INAR2","human","biological_process","P2_constrained",0.455
"Mistral Large 123B","P48551","INAR2","human","biological_process","P3_fewshot",0.27
"Mistral Large 123B","P48551","INAR2","human","biological_process","P4_cot",0.399
"Mistral Large 123B","P48551","INAR2","human","biological_process","P5_selection",0.306
"Mistral Large 123B","P48551","INAR2","human","cellular_component","P1_zeroshot",0.681
"Mistral Large 123B","P48551","INAR2","human","cellular_component","P2_constrained",0.591
"Mistral Large 123B","P48551","INAR2","human","cellular_component","P3_fewshot",0.533
"Mistral Large 123B","P48551","INAR2","human","cellular_component","P4_cot",0.588
"Mistral Large 123B","P48551","INAR2","human","cellular_component","P5_selection",0.683
"Mistral Large 123B","P59910","DJB13","human","biological_process","P1_zeroshot",0.94
"Mistral Large 123B","P59910","DJB13","human","biological_process","P2_constrained",0.24
"Mistral Large 123B","P59910","DJB13","human","biological_process","P3_fewshot",0.94
"Mistral Large 123B","P59910","DJB13","human","biological_process","P4_cot",0.197
"Mistral Large 123B","P59910","DJB13","human","biological_process","P5_selection",0.093
"Mistral Large 123B","P59910","DJB13","human","cellular_component","P1_zeroshot",0.446
"Mistral Large 123B","P59910","DJB13","human","cellular_component","P2_constrained",0.388
"Mistral Large 123B","P59910","DJB13","human","cellular_component","P3_fewshot",0.315
"Mistral Large 123B","P59910","DJB13","human","cellular_component","P4_cot",0.404
"Mistral Large 123B","P59910","DJB13","human","cellular_component","P5_selection",0.168
"Mistral Large 123B","O60883","G37L1","human","molecular_function","P1_zeroshot",0.45
"Mistral Large 123B","O60883","G37L1","human","molecular_function","P2_constrained",0.618
"Mistral Large 123B","O60883","G37L1","human","molecular_function","P3_fewshot",0.281
"Mistral Large 123B","O60883","G37L1","human","molecular_function","P4_cot",0.617
"Mistral Large 123B","O60883","G37L1","human","molecular_function","P5_selection",0.428
"Mistral Large 123B","O60883","G37L1","human","biological_process","P1_zeroshot",0.349
"Mistral Large 123B","O60883","G37L1","human","biological_process","P2_constrained",0.245
"Mistral Large 123B","O60883","G37L1","human","biological_process","P3_fewshot",0.571
"Mistral Large 123B","O60883","G37L1","human","biological_process","P4_cot",0.404
"Mistral Large 123B","O60883","G37L1","human","biological_process","P5_selection",0.454
"Mistral Large 123B","O60883","G37L1","human","cellular_component","P1_zeroshot",0.507
"Mistral Large 123B","O60883","G37L1","human","cellular_component","P2_constrained",0.728
"Mistral Large 123B","O60883","G37L1","human","cellular_component","P3_fewshot",0.501
"Mistral Large 123B","O60883","G37L1","human","cellular_component","P4_cot",0.548
"Mistral Large 123B","O60883","G37L1","human","cellular_component","P5_selection",0.621
"Mistral Large 123B","Q8NE86","MCU","human","molecular_function","P1_zeroshot",0.641
"Mistral Large 123B","Q8NE86","MCU","human","molecular_function","P2_constrained",0.746
"Mistral Large 123B","Q8NE86","MCU","human","molecular_function","P3_fewshot",0.59
"Mistral Large 123B","Q8NE86","MCU","human","molecular_function","P4_cot",0.712
"Mistral Large 123B","Q8NE86","MCU","human","molecular_function","P5_selection",0.409
"Mistral Large 123B","Q8NE86","MCU","human","biological_process","P1_zeroshot",0.25
"Mistral Large 123B","Q8NE86","MCU","human","biological_process","P2_constrained",0.273
"Mistral Large 123B","Q8NE86","MCU","human","biological_process","P3_fewshot",0.205
"Mistral Large 123B","Q8NE86","MCU","human","biological_process","P4_cot",0.157
"Mistral Large 123B","Q8NE86","MCU","human","biological_process","P5_selection",0.324
"Mistral Large 123B","Q8NE86","MCU","human","cellular_component","P1_zeroshot",0.785
"Mistral Large 123B","Q8NE86","MCU","human","cellular_component","P2_constrained",1
"Mistral Large 123B","Q8NE86","MCU","human","cellular_component","P3_fewshot",0.785
"Mistral Large 123B","Q8NE86","MCU","human","cellular_component","P4_cot",0.784
"Mistral Large 123B","Q8NE86","MCU","human","cellular_component","P5_selection",0.656
"Mistral Large 123B","Q6ZQR2","CFA77","human","cellular_component","P1_zeroshot",0.482
"Mistral Large 123B","Q6ZQR2","CFA77","human","cellular_component","P2_constrained",0.195
"Mistral Large 123B","Q6ZQR2","CFA77","human","cellular_component","P3_fewshot",0.821
"Mistral Large 123B","Q6ZQR2","CFA77","human","cellular_component","P4_cot",0.693
"Mistral Large 123B","Q6ZQR2","CFA77","human","cellular_component","P5_selection",0.678
"Mistral Large 123B","Q12834","CDC20","human","molecular_function","P1_zeroshot",0.215
"Mistral Large 123B","Q12834","CDC20","human","molecular_function","P2_constrained",0.164
"Mistral Large 123B","Q12834","CDC20","human","molecular_function","P3_fewshot",0.233
"Mistral Large 123B","Q12834","CDC20","human","molecular_function","P4_cot",0.203
"Mistral Large 123B","Q12834","CDC20","human","molecular_function","P5_selection",0.428
"Mistral Large 123B","Q12834","CDC20","human","biological_process","P1_zeroshot",0.33
"Mistral Large 123B","Q12834","CDC20","human","biological_process","P2_constrained",0.198
"Mistral Large 123B","Q12834","CDC20","human","biological_process","P3_fewshot",0.199
"Mistral Large 123B","Q12834","CDC20","human","biological_process","P4_cot",0.198
"Mistral Large 123B","Q12834","CDC20","human","biological_process","P5_selection",0.224
"Mistral Large 123B","Q12834","CDC20","human","cellular_component","P1_zeroshot",0.452
"Mistral Large 123B","Q12834","CDC20","human","cellular_component","P2_constrained",0.296
"Mistral Large 123B","Q12834","CDC20","human","cellular_component","P3_fewshot",0.39
"Mistral Large 123B","Q12834","CDC20","human","cellular_component","P4_cot",0.583
"Mistral Large 123B","Q12834","CDC20","human","cellular_component","P5_selection",0.788
"Mistral Large 123B","Q16236","NF2L2","human","molecular_function","P1_zeroshot",0.517
"Mistral Large 123B","Q16236","NF2L2","human","molecular_function","P2_constrained",0.506
"Mistral Large 123B","Q16236","NF2L2","human","molecular_function","P3_fewshot",0.442
"Mistral Large 123B","Q16236","NF2L2","human","molecular_function","P4_cot",0.527
"Mistral Large 123B","Q16236","NF2L2","human","molecular_function","P5_selection",0.689
"Mistral Large 123B","Q16236","NF2L2","human","biological_process","P1_zeroshot",0.474
"Mistral Large 123B","Q16236","NF2L2","human","biological_process","P2_constrained",0.337
"Mistral Large 123B","Q16236","NF2L2","human","biological_process","P3_fewshot",0.386
"Mistral Large 123B","Q16236","NF2L2","human","biological_process","P4_cot",0.454
"Mistral Large 123B","Q16236","NF2L2","human","biological_process","P5_selection",0.45
"Mistral Large 123B","Q16236","NF2L2","human","cellular_component","P1_zeroshot",0.693
"Mistral Large 123B","Q16236","NF2L2","human","cellular_component","P2_constrained",0.737
"Mistral Large 123B","Q16236","NF2L2","human","cellular_component","P3_fewshot",0.759
"Mistral Large 123B","Q16236","NF2L2","human","cellular_component","P4_cot",0.721
"Mistral Large 123B","Q16236","NF2L2","human","cellular_component","P5_selection",0.759
"Mistral Large 123B","Q5SW79","CE170","human","cellular_component","P1_zeroshot",0.651
"Mistral Large 123B","Q5SW79","CE170","human","cellular_component","P2_constrained",0.668
"Mistral Large 123B","Q5SW79","CE170","human","cellular_component","P3_fewshot",0.655
"Mistral Large 123B","Q5SW79","CE170","human","cellular_component","P4_cot",0.764
"Mistral Large 123B","Q5SW79","CE170","human","cellular_component","P5_selection",0.606
"Mistral Large 123B","O75081","MTG16","human","molecular_function","P1_zeroshot",0.423
"Mistral Large 123B","O75081","MTG16","human","molecular_function","P2_constrained",0.423
"Mistral Large 123B","O75081","MTG16","human","molecular_function","P3_fewshot",0.423
"Mistral Large 123B","O75081","MTG16","human","molecular_function","P4_cot",0.388
"Mistral Large 123B","O75081","MTG16","human","molecular_function","P5_selection",0.16
"Mistral Large 123B","O75081","MTG16","human","biological_process","P1_zeroshot",0.437
"Mistral Large 123B","O75081","MTG16","human","biological_process","P2_constrained",0.3
"Mistral Large 123B","O75081","MTG16","human","biological_process","P3_fewshot",0.515
"Mistral Large 123B","O75081","MTG16","human","biological_process","P4_cot",0.453
"Mistral Large 123B","O75081","MTG16","human","biological_process","P5_selection",0.427
"Mistral Large 123B","O75081","MTG16","human","cellular_component","P1_zeroshot",0.707
"Mistral Large 123B","O75081","MTG16","human","cellular_component","P2_constrained",0.713
"Mistral Large 123B","O75081","MTG16","human","cellular_component","P3_fewshot",0.79
"Mistral Large 123B","O75081","MTG16","human","cellular_component","P4_cot",0.757
"Mistral Large 123B","O75081","MTG16","human","cellular_component","P5_selection",0.888
"Mistral Large 123B","Q5TGZ0","MIC10","human","biological_process","P1_zeroshot",0.62
